BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
18-164687,COMMUNE DE SOULAC SUR MER,21330514700018,,Mme BOUTIN Flora,FRI12,2 rue de l'Hôtel de Ville,33780,Soulac sur mer,,(+33) 5-56-73-29-92,,,f.boutin@mairie-soulac.fr,http://www.marie-soulac.fr,http://demat-ampa.fr,,,,,False,True,,False,True
19-109860,Ville de Montargis,None,"Mme RISPAL Céline, Responsable de la commande Publique",,,"6, Rue Gambetta BP 719",45207,Montargis cedex,,02-38-95-10-68,,,marches@montargis.fr,http://www.montargis.fr,https://webmarche.solaere.recia.fr,,,,,False,False,,False,False
19-111557,CROUS Lyon représenté par Soderec,18690156700013,,Mme Mélanie Wawrzyniak - Mme Perrine Hallouin,FRK26,"représenté par la Soderec, mandataire agissant au nom et pour le compte du CROUS de Lyon, maître d'ouvrage, 89 Rue de la Villette",69003,Lyon,,(+33) 4-78-38-74-60,,,phallouin@lasoderec.com,http://www.lasoderec.com,http://www.lasoderec.com,,,,,False,True,,False,True
19-112205,Conseil Départemental de l AVEYRON,None,,,FRJ22,Direction du patrimoine départemental et des collèges route du monastère CS 10024,12450,Flavin,,,,,st.marches.admin@aveyron.fr,http://www.aveyron.fr,http://www.aveyron.fr,,http://www.aveyron.fr,http://www.aveyron.fr,,False,True,,False,True
19-114166,CC LEFF ARMOR COMMUNAUTE,None,,Sophie PAULY,FRH01,Moulin de Blanchardeau - CS 60036,22290,LANVOLLON,,(+33) 2-96-70-17-04,,,sophie.pauly@leffarmor.fr,http://www.leffarmor.fr,http://www.megalisbretagne.org,,,,,False,True,,False,True
19-114695,COMMUNE DE QUIBERON,None,,,FRH04,7 rue de verdun,56170,Quiberon,,,,,finances@ville-quiberon.fr,http://ville-quiberon.fr/,,,,,,False,True,,False,True
19-115273,S.P.L Midi-Pyrénées Construction,None,"S.P.L MPC à l'attention de Mme Muriel GUIBERT-BELIERES , mandataire agissant au nom et pour le compte de la Région Occitanie représentée par la Présidente de la Région Occitanie Pyrénées Méditerranée, Madame Carole DELGA",,,11 avenue Parmentier Central Parc 2 4e étage B.P 22414,31086,Toulouse Cedex 2,,05-62-72-71-14,,05-61-57-23-13,muriel.guibert-belieres@cogemip.fr,http://www.laregion.fr,http://splmpc.achatpublic.com,,,,,False,False,,False,False
19-115279,Commune du Grau du Roi,None,Monsieur Le Maire,,,1 Place de La libérationBP 16,30240,Le Grau-du-Roi,,,,,,http://www.ville-legrauduroi.fr/fr/marches-publics,http://www.midilibre-marchespublics.com/accueil.htm,,,,,False,False,,False,False
19-117029,Commune de Saint-Avé,None,Madame le Maire,,,Place de l'hôtel de Ville,56890,Saint-Avé,,02-97-60-70-10,,02-97-44-58-91,,https://www.saint-ave.bzh,https://marches.megalisbretagne.org,,,,,False,False,,False,False
19-118694,Centre hospitalier Laennec,None,A l'attention de M. le Directeur D.SAADA,,,Groupe hospitalier public du sud de l'Oise Boulevard Laennec - BP 72,60109,Creil cedex,,03-44-61-67-66,,03-44-61-60-20,achats@ghpso.fr,http://www.ghpso.fr,http://www.achat-sante.com,,,,,False,False,,False,False
19-119992,SIGERLY,None,,,FRK26,,69100,Villeurbanne,,(+33) 4-78-84-98-27,,(+33) 4-78-84-69-99,info@sigerly.fr,http://www.sigerly.fr/,http://sigerly.e-marchespublics.com/?_ga=2.187093866.313480737.1523256668-1285369336.1505897809,,,,,False,True,,False,True
