BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
19-171326,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
19-171818,False,False,False,False,False,False,False,,False,True,,,,False,Marché de maîtrise d'oeuvre attribué au lauréat d'un concours
19-171919,False,False,False,True,False,False,False,,False,False,,,,False,"Marché passé dans le respect de l'article R2122-3 2² du code de la commande publique pour les raisons suivantes : - le volume acquis par Parcub constitue une partie minoritaire du programme de construction à construire,- les ouvrages à réaliser au sein dudit volume constituent une partie indissociable du programme de construction à réaliser (la réalisation d'un parking imbriqué dans le socle des immeubles en superstructure, ainsi que la réalisation de commerces adjacents aux ouvrages du parking, confirment  cette indissociabilité),- il n'existe aucune autre solution de remplacement raisonnable pour la réalisation d'un ouvrage similaire, et l'acheteur déclare que la concurrence n'a pas été restreinte artificiellement (c'est en effet l'aménageur qui a confié à la régie Parcub l'organisation du stationnement public dans le cadre d'une coopération entre entités publiques et qui a choisi, après mise en concurrence, les promoteurs, dont le vendeur/opérateur s'agissant de la réalisation du programme de construction sur le lot 9.11 constituant le terrain d'assiette de l'ensemble immobilier dont dépendent le volume et les ouvrages."
19-171946,True,False,False,False,False,False,False,,False,False,,,,False,Lots infructueux faute de candidature.
19-172057,False,False,False,False,False,False,False,,False,False,,,,True,"La valeur totale estimée de ce marché de TRAVAUX était inférieure au seuil fixé par la directive 2014/24/UE (5 548 000 EUR HT). Ce marché ne relève, par conséquent, pas du champ d'application de cette directive. Le marché a fait l'objet dela publication d'un avis de marché au niveau national, sur le support proposé par le Ouest-France 22."
19-172118,True,False,False,False,False,False,False,,False,False,,,,False,Aucune offre e de participation appropriée n'a été déposée en réponse à  une procédure ouverte.
19-172761,False,False,False,False,False,False,False,,False,False,,,,True,Il s'agit d'une procédure de Marché négocié sans publicité ni mise en concurrence passée conformément à l'article R 2322-5 du code de la commande publique
19-172842,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
19-172915,False,False,False,False,False,False,False,,False,False,,,,True,Pour infructuosité dans les conditions fixées par l'article R.2624-36 du code de la commande publique.
19-172930,False,False,False,False,False,False,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<MARCHE_COMPLEMENTAIRE xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",False,False,,,,False,Des livraisons complémentaires exécutées par le fournisseur initial et qui sont destinées soit au renouvellement partiel de fournitures ou d'installations
