BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
19-102871,False,False,False,False,False,False,False,,False,True,,,,False,L'attribution de ce marché négocié de Maitrise d'uvre fait suite à un concours restreint sur esquisse.
19-103773,False,False,False,False,False,False,False,,False,True,,,,False,Marché de services attribué au lauréat ou à l'un des lauréats d'un concours.
19-112021,False,False,False,False,False,False,False,,False,False,,,,True,"Le marché est passé selon la procédure adaptée. La valeur estimée du besoin étant supérieure à 90 000.00 euros (H.T.) et inférieure aux seuils de procédure formalisée, un avis de marché a été publié au BOAMP. Compte tenu de la nature et du montant du marché, il a été estimé qu'une publication dans le JOUE n'était pas nécessaire pour garantir l'information des opérateurs économiques raisonnablement vigilants pouvant être intéressés par le marché. "
19-112434,False,False,False,False,False,True,False,,False,False,,,,False,La société ORACLE a produit une attestation selon laquelle elle est le concepteur et l'éditeur exclusif pour l'ensemble des prestations de suivi et de maintenance du logiciel ORACLE.
19-116623,False,False,False,False,False,False,False,,False,True,,,,False,"La conclusion du présent marché sans publication préalable ni mise en concurrence passé en application de l'article R.2122-6 du Code de la commande publique, fait suite au résultat du concours de maitrise duvre restreint lancé en application des articles 1 et 8 de lordonnance no2015-899 du 23 juillet 2015 relative aux marchés publics et des articles 88 et 90 du décret no2016-360 du 25 mars 2016 relatif au marchés publics."
19-116803,False,False,False,False,False,True,False,,False,False,,,,False,"Le présent accord-cadre concerne lacquisition des prestations nécessaires à linstallation, la mise en uvre, le paramétrage des solutions, les formations... ainsi que la maintenance correspondante à ces solutions progicielles qui ne peuvent être réalisés que par leur éditeur."
19-117861,False,False,False,False,False,True,False,,False,False,,,,False,La société CEGID a produit une attestation selon laquelle elle est le concepteur et l'éditeur exclusif pour l'ensemble des prestations de suivi et de maintenance de lensemble des progiciels de la gamme YSCP SIRH CIVI puis Y2
19-118273,False,False,False,False,False,False,False,,False,True,,,,False,Le marché a été attribué suite à la désignation du groupement d'entreprise en qualité de lauréat du concours d'architecture pour le projet d'établissement d'accueil de jeunes enfants
19-118389,True,False,False,False,False,False,False,,False,False,,,,False,"L'unique offre reçue dans le cadre de la consultation initiale en procédure adaptée ouverte pour le lot no1 était inappropriée au sens de l'article 59 du Décret no2016-360 relatif aux marchés publics. le pouvoir adjudicateur a déclaré ce lot infructueux. En application de l'article 30-I-2° du Décret no2016-360, l'absence de candidature recevable ou absence d'offre appropriée permet à l'acheteur de passer un marché négocié sans publicité ni mise en concurrence préalables."
19-118467,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive
19-118583,False,False,False,False,False,True,False,,False,False,,,,False,"Laccord-cadre est conclu selon une procédure sans publicité ni mise en concurrence préalable en vertu des droits exclusifs dont bénéficie la société GFI Progiciels sur lintégralité des prestations concernant la suite logicielle RH, en application des articles L 2122-1 et R 2122-3-3° du code de la commande publique. "
19-118651,False,False,False,False,False,False,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<MARCHE_COMPLEMENTAIRE xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",False,False,,,,False,"Une procédure d'Appel d'offres ouvert, publiée le 22/02/2018 pour des prestations de conseil pour le lancement du projet Innovadon, a abouti à la conclusion du marché public no00B18079.Conformément à l'article 8.3.2 du C.C.A.P du marché no 00B18098, l'Etablissement Français du sang a fait appel à la possibilité de recourir à un marché de prestations similaires (procédure négociée sans publicité ni mise en concurrence) dans les conditions de l'article 30-I-7° du Décret."
19-118731,False,False,False,False,False,False,False,,False,False,,,,True,"Contrat attribué selon une procédure adaptée, d'un montant inférieur aux seuils fixés par les directives et pour lequel la publication préalable d'un avis de marché au JOUE n'est pas obligatoire."
19-118817,False,False,False,False,False,True,False,,False,False,,,,False,Le périmètre fonctionnel est maîtrisé de bout en bout par l'éditeur qui dispose de l'exclusivité sur sa solution.
19-119797,True,False,False,False,False,False,False,,False,False,,,,False,aucune offre à un ao
19-119857,True,False,False,False,False,False,False,,False,False,,,,False,AUCUNE OFFRE A UN AO
19-119883,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/ue du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
19-119983,True,False,False,False,False,False,False,,False,False,,,,False,Des offres irrégulières au sens de larticle L.2152-2 du code de la commande publique (CCP) ont été reçu lors de la procédure ouverte. La commission d'appel d'offre a décidé de mettre en uvre une procédure avec négociation conformément au 6° de larticle R.2124-3 du CCP avec les candidats ayant remis une offre pour ces lots.
19-120119,False,False,False,False,False,True,False,,False,False,,,,False,Droits exclusifs du prestataire
19-120122,False,False,False,False,False,False,False,,False,True,,,,False,"L'attribution fait suite à la mise en oeuvre d'un concours restreint conformément au 6° du I de l'article 30 du décret no 2016-360 du 25/03/2016. Le concours restreint a fait l'objet des publications suivantes : avis de concours publié au JOUE sous la référence 2019/S 013-027181 et au BOAMP sous la référence no 19-6974, avis de résultat de concours publié au JOUE sous la référence 2019/S 125-306622 et au BOAMP sous la référence no 19-98932."
