BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
19-41535,Département de la Marne,None,Service des Achats et des Marchés Publics,,,2 bis rue de Jessaint CS 30454,51038,Châlons en Champagne cedex,,03-26-69-49-68,,03-26-69-51-29,marchespublics@marne.fr,http://www.marne.fr,http://www.xmarches.fr,,,,,False,False,,False,False
19-41536,EN3S,None,,,FRK25,27 rue des docteurs Charcot,42031,SAINT ETIENNE Cédex 2,,(+33) 4-77-81-18-13,,,marches@en3s.fr,http://http://www.en3s.fr/,http://en3s.e-marchespublics.com,,,,,False,True,,False,True
19-41537,Ville de Reims,None,"M. Le Maire, VILLE DE REIMS",,,Place de l'Hôtel de Ville CS 80036,51722,Reims cedex,,03-26-77-73-30,,03-26-77-77-78,c3cpoleeconomique@grandreims.fr,http://www.ville-reims.fr,,,,,,False,False,,False,False
19-41538,Ville de Nemours,None,,,FR102,"39, rue du Docteur Chopy - CS 60410",77797,NEMOURS Cedex,,(+33) 1-64-78-40-27,,(+33) 1-64-28-38-69,commande.publique@ville-nemours.fr,http://www.klekoon.com,http://www.klekoon.com,,http://www.klekoon.com,http://www.klekoon.com/detail-consultation/75258/1,http://www.klekoon.com,False,True,,False,True
19-41539,COMMUNE DE BISCARROSSE,None,"M. BURIDON Virginie, Mairie de Biscarrosse",,,443 rue Jules Ferry,40601,Bicarrosse cedex,,,,,,http://www.ville-biscarrosse.fr,http://demat-ampa.fr,,,,,False,False,,False,False
19-41540,FONDATION AGIR CONTRE L EXCLUSION,None,Belkaid Marwen,,,"361, avenue du président Wilson",93200,Saint-Denis,,,,,,https://www.fondationface.org/projet/uneet/,http://fondationface.e-marchespublics.com/,,,,,False,False,,False,False
19-41541,CHU DE LILLE,None,"Mme BEAUCIER Michèle, CHU de LILLLE","CHU de Lille - à l'attention de Mme BEAUCIER Michèle, Département des Ressources Physiques - Direction des Achats - Cellule des marchés - rue Philippe Marache - 59037 Lille Cédex",,CS 70001,59037,Lille cedex,,03-20-44-41-11,,03-20-44-47-23,,http://www.chru-lille.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
19-41542,Le Logement Familial de l'Eure,None,Service développement,,,4 rue Saint PierreCS 10587,27005,Evreux cedex,,02-32-62-23-23,,,developpement@lfeure.fr,,,,,,,False,False,,False,False
19-41543,Ville de Reims,None,"M. Le Maire, VILLE DE REIMS",,,Place de l'Hôtel de Ville CS 80036,51722,Reims cedex,,03-26-77-73-30,,03-26-77-77-78,c3cpoleeconomique@grandreims.fr,http://www.ville-reims.fr,https://marches.grandreims.fr,,,,,False,False,,False,False
19-41544,Comité Régional de Tourisme Aquitaine,None,Stéphan GILLIOT,,,crt nouvelle aquitaine4 place Jean Jaures,33000,Bordeaux,,05-56-01-70-00,,,stephan.gilliot@na-tourisme.com,,,,,,,False,False,,False,False
