BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
19-124819,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
19-124900,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
19-124971,True,False,False,False,False,False,False,,False,False,,,,False,"En application de l'article 30-I-2° du décret no2016-360 du 25 mars 2016, suite à deux appels d'offres infructueux, absence d'offre"
19-125030,False,False,False,False,False,True,False,,False,False,,,,False,"Etant donné l'exclusivité détenue par la Régie des Transports de Marseille et le montant lié à ces dépenses, il était nécessaire de passer un marché négocié (dans le cadre de la règlementation antérieure au 1er avril 2019) sans mise en concurrence ni publicité avec un passage en CAO. Un marché avait donc été passé avec la Régie Départementale des Transports le 24 août 2015. Ce marché arrivant à expiration, le Pouvoir Adjudicateur a donné son accord le 12 juin 2019 pour le lancement d'une procédure de marché sans publicité ni mise en concurrence préalable.Aux termes de l'article R2122-3 du Code de la Commande Publique, l'acheteur peut passer un marché sans publicité ni mise en concurrence préalables lorsque les travaux, fournitures ou services ne peuvent être fournis que par un opérateur économique déterminé, pour l'une des raisons suivantes :3° L'existence de droits d'exclusivité."
19-125236,False,False,False,False,False,True,False,,False,False,,,,False,Exclusivité du titulaire (attestation APP)
19-125318,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
19-125328,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
19-125360,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
19-125574,False,False,False,False,False,True,False,,False,False,,,,False,Fourniture de Triheptanoine 1L de la société ULTRAGENIX
19-125612,False,False,False,False,False,True,False,,False,False,,,,False,Produit distribué par la société INRESA qui a l'exclusivité en France pour le fabriquant M21 SALIN
