BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
19-91935,Université Savoie Mont Blanc,None,Mme LUBAT Florence,,,27 rue Marcoz BP1104,73011,Chambéry cedex,,04-79-75-85-84,,04-79-75-91-43,service.achats-marches@univ-smb.fr,https://www.univ-smb.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
19-91937,Commune de Venerque,21310572900015,,,FR,12 place St Pierre,31810,Venerque,,(+33) 5-62-11-59-50,,(+33) 5-62-11-59-51,dgs@mairie-venerque.fr,http://www.klekoon.com,http://www.klekoon.com,,http://www.klekoon.com,http://www.klekoon.com,http://www.klekoon.com,False,True,,False,True
19-91938,METEO FRANCE,None,,,FRJ23,73 avenue de Paris,94165,Saint-mande cedex,,,,,informations.dap-toulouse@meteo.fr,http://www.meteofrance.com,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=435300&orgAcronyme=d4t,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=435300&orgAcronyme=d4t,,False,True,,False,True
19-91939,Conseil départemental Loire-Atlantique,None,,,FRG01,"3, Quai Ceineray CS 94109",44041,NANTES,,(+33) 2-40-99-10-00,,(+33) 2-40-99-11-48,contact@loire-atlantique.fr,http://www.loire-atlantique.fr,https://marches.loire-atlantique.fr,https://marches.loire-atlantique.fr,,,,False,True,,False,True
19-91940,SHEMA,None,,,FRD21,Au nom et pour le compte de EVREUX PORTES DE NORMANDIE - 15 avenue Pierre Mendès France,None,CAEN,,,,,ysavareau@shema.fr,https://okmarches-shema.omnikles.com/xmarches/,https://okmarches-shema.omnikles.com/xmarches/,,https://okmarches-shema.omnikles.com/xmarches/,https://okmarches-shema.omnikles.com/xmarches/,,False,True,,False,True
19-91941,UNIVERSITE TOULOUSE II - JEAN JAURES,None,,,FRJ2,"Service Marchés Publics - 56, avenue de l'URSS - BP 64006",31078,Toulouse cedex 4,,(+33) 5-62-25-20-33,,,cellule.marches@univ-tlse2.fr,http://www.univ-tlse2.fr/marches-publics-253604.kjsp,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=435263&orgAcronyme=f2h,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=435263&orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=435263&orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=435263&orgAcronyme=f2h,False,True,,False,True
19-91942,VILLE DE STRASBOURG,None,,,FRF11,"3, Place du Chateau",67000,STRASBOURG,,,,,marchespublics@strasbourg.eu,https://www.strasbourg.eu,https://alsacemarchespublics.eu,https://alsacemarchespublics.eu,,,,False,True,,False,True
19-91943,Cté de Cnes du Pays d'Ancenis,None, PETITEAU Aude,,,CA Les Ursulines - CS 50201,44156,Ancenis cedex,,02-40-96-31-89,,02-40-96-31-89,compa@pays-ancenis.com,http://www.pays-ancenis.com,http://pays-ancenis.e-marchespublics.com,,,,,False,False,,False,False
19-91944,Conseil Départemental de l'Hérault,None,,,FRJ13,"100, Rue de l'Oasis - CS 10077 Cedex 4",34187,MONTPELLIER,,(+33) 4-67-67-67-67,,,marches-publics@herault.fr,https://marches-publics.herault.fr,https://marches-publics.herault.fr,https://marches-publics.herault.fr,https://marches-publics.herault.fr,https://marches-publics.herault.fr,,False,True,,False,True
19-91946,DIRECTION DEP FIN PUBLIQUES LANDES,None,DARLOT Laurence,,,DIRECTION DEPARTEMENTALE DES FINANCES PUBLIQUES DES LANDES23 RUE ARMAND DULAMON BP 309,40011,Mont de Marsan,,05-58-46-61-20,,,ddfip40.ppr.logistique@dgfip.finances.gouv.fr,,,,,,,False,False,,False,False
