BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
14-55575,C.H. Jacques Coeur de Bourges,None,"Mme CORNILLAULT Agnès, Directrice",,,145 avenue François MitterrandCs 30010,18020,Bourges,,,,,,,,,,,,False,False,,False,False
17-157432,COMMUNE DE COUBRON,MAIRIE DE COUBRON,,Nadia CRISAFULLI,FR,"133 RUE jean Jaurès, www.coubron.fr/marches-publics",93470,COUBRON,,(+33) 1-43-88-80-24,,,nadia.crisafulli@coubron.fr,http://www.coubron.fr,http://www.coubron.fr/marches-publics,,http://www.coubron.fr/marches-publics,http://www.coubron.fr/marches-publics,http://www.coubron.fr/marches-publics,True,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<LOI_COMPTE_AUTRE_PAYS xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Francaise</LOI_COMPTE_AUTRE_PAYS>",False,True
18-101109,Ville de Gonfreville l'Orcher,None,,,FRD22,Place Jean JaurèsBP 95,76700,Gonfreville l'Orcher,,(+33) 2-35-13-18-00,,,adelaide.ladiray@gonfreville-l-orcher.fr,http://www.gonfreville-l-orcher.fr,http://www.gonfreville-l-orcher-marches.fr,,,,,True,False,,False,True
18-127959,FDE 80 FEDE DEP D ENERGIE DE LA SOMME,None,,Jean-Claude MORGAND,FRE23,3 rue César Cascabel - Pôle Jules Verne 2,80440,Boves,,(+33) 3-22-95-82-62,,(+33) 3-22-95-82-52,fde80@fde-somme.fr,http://www.fde-somme.fr,https://marchespublics596280.fr,,,,,False,True,,False,True
18-128293,Mairie du Val d'Hazey,None,MARTIN Marie-Françoise,,,Place du souvenir françaisb;p; 14Aubevoye,27940,Le Val d'Hazey,,,,,,,,,,,,False,False,,False,False
18-130853,OPHLM de Courbevoie,None,,,FR,"1, rue Massenet",92400,Courbevoie,,,,,service.marches@courbevoie-habitat.fr,http://www.courbevoie-habitat.fr,http://www.klekoon.com,,http://www.klekoon.com,http://www.klekoon.com,,False,True,,False,True
18-130883,Centre Hospitalier de Boulogne sur Mer,None,,Services économiques,FR,Rue Jacques Monod BP609,62321,BOULOGNE SUR MER,,(+33) 3-21-99-37-62,,(+33) 3-21-99-30-03,marchespublics@ch-boulogne.fr,http://www.ch-boulogne.fr,http://www.achatpublic.com,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2019_iOlpF-8ROT,,False,True,,False,True
18-138333,HOPITAL MEMORIAL FRANCE ETATS UNIS,None,,,FRD12,"715, rue Dunant",50009,Saint-Lô cedec,,,,,eco@ch-stlo.fr,http://www.ch-stlo.fr,,,,,,False,True,,False,True
18-155189,Ville de Dax,None,,Madame Le Maire,FRI13,Rue Saint-pierre - BP 50344,40107,Dax cedex,,,,,commande.publique@grand-dax.fr,http://www.dax.fr,https://marchespublics.landespublic.org,,,,,False,True,,False,True
18-156516,Cons. Départ. de la Charente-Maritime,None,,Direction des Affaires Financières et Juridiques Service Marchés Publics,FRI32,85 Boulevard de la République  CS 60003,17076,La Rochelle cedex 9,,,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
18-164614,Grand Besançon,None,,,FRC,"4, rue Gabriel Plançon",25048,Besançon,,,,,agglomeration@grandbesancon.fr,http://www.grandbesancon.fr,http://www.marches.grandbesancon.fr,,,,,False,True,,False,True
18-164920,Région Guadeloupe,None,,,FRY10,avenue Paul Lacavé ; Petit-Paris,97100,BASSE-TERRE,,,,(+59)0 -05-90-80-41-59,dmp-region@cr-guadeloupe.fr,http://www.regionguadeloupe.fr,http://www.eguadeloupe.com,,,,,False,True,,False,True
18-165250,REGION GRAND EST,None,,Direction de la Commande Publique,FRF11,1 Place Adrien Zeller,None,STRASBOURG,,,,,marches.strasbourg@grandest.fr,https://marchespublics.grandest.fr,https://marchespublics.grandest.fr,,,,,False,True,,False,True
18-165516,REGION GRAND EST,None,,Direction de la Commande Publique,FRF1,1 Place Adrien Zeller,67070,Strasbourg Cedex,,,,,marches.strasbourg@grandest.fr,https://marchespublics.grandest.fr,https://marchespublics.grandest.fr,,,,,False,True,,False,True
18-166148,FranceAgriMer,None,,SAF Unité achats marchés,FR106,12 rue Henri ROL TANGUY,93555,Montreuil cedex,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=393417&amp;orgAcronyme=b4n,,,,,True,False,,False,True
18-169936,Département des Alpes-Maritimes,None,,,FRL03,"direction générale adjointe pour les ressources, les moyens et la modernisation de l'administration - direction des finances, de l'achat et de la commande publique - service des marchés - cADAM - 147 boulevard du Mercantour - tour Jean Moulin - B.P. 3007",06201,Nice cedex 3,,(+33) 4-97-18-60-00,,(+33) 4-97-18-76-62,marches@departement06.fr,http://www.e-marches06.fr,,,http://www.e-marches06.fr.,http://www.e-marches06.fr.,,False,True,,False,True
18-172310,RESE de la Charente-Maritime,None,,,FRI32,,None,SAINTES,,,,,marche.public@rese17.fr,https://www.rese.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
18-173242,Communauté de Communes AVM,None,,,FRC,9 rue Carnot,89200,AVALLON,,(+33) 3-86-34-38-06,,(+33) 3-86-34-93-13,cte.com.avallonnais@orange.fr,http://www.cc-avm.fr,,,,,,False,True,,False,True
18-173312,TRAMCITES-Gpt Egis Rail/Normandie-Amén,None,,Jean Pierre Lambert,FRD11,mandataire agissant au nom et pour le compte de la Communauté Urbaine Caen la merwww.achatpublic.com,14460,Colombelles,,(+33) 2-31-78-58-30,,(+33) 2-31-78-58-39,f.gosselin@tramcites.fr,http://www.achatpublic.com,http://www.achatpublic.com,,,,,False,False,,False,False
18-17757,LYCEE RAYMOND POINCARE,None,bernard.thomas2@ac-nancy-metz.fr,,,place Paul LEMAGNY,55000,BAR le DUC,,03-29-45-32-00,,03-29-45-44-60,ce.0550002@ac-nancy-metz.fr,,,,,,,False,False,,False,False
19-15284,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY20,rue Gaston Defferre CS 30137,None,Fort de France,,(+33) -05-96-59-63-00,,(+33) -05-96-72-68-10,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,https://collectiviteterritorialedemartinique.achatpublic.com,https://collectiviteterritorialedemartinique.achatpublic.com,,False,True,,False,True
